date,name,venue,capacity,Lat,Long
1-Jul-22,Backstreet Boys,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Jun-22,Dallas Smith / James Barker Band / Shawn Austin / Kelly Prescott / Jojo Mason,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jun-22,The Doobie Brothers,Budweiser Stage,"16,000",43.6293° N,79.4152° W
28-Jun-22,Josh Groban / Preservation Hall Jazz Band / Lucia Micarelli / Eleri Ward,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Jun-22,Why Don't We / The Aces / JVKE,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jun-22,Rex Orange County,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Jun-22,The Chicks / Patty Griffin,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jun-22,The Chicks (US) / Patty Griffin,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jun-22,Dave Matthews Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Jun-22,Walk Off The Earth / Kiesza / Jesse Gold,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jun-22,Maverick City Music / Kirk Franklin / Jonathan McReynolds / Housefires,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Jun-22,Caamp / The Lumineers,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jun-22,The Lumineers / Caamp,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Jun-22,Vance Joy / Budjerah / Dear Rouge,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jun-22,Halsey / beabadoobee,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Jun-22,Zac Brown Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Jun-22,Miranda Lambert / Little Big Town / The Cadillac Three,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-May-22,Cypress Hill / Slipknot / DJ Lord,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-May-22,Deftones / Gojira,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-May-22,Megadeth / Lamb Of God / Trivium / In Flames,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-May-22,Avril Lavinge / bbno$ / Deborah Cox / Lauren Spen / Lauren Spencer-Smith / Deborah Cox / Mustafa / Arcade Fire / The Arkells / Snotty Nooz Red Kids / Haviah Mighty / Tesher,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Sep-23,50 Cent / Busta Rhymes / Jeremih,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Sep-23,Hozier,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Sep-23,Hozier / Madison Cunningham,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Sep-23,Noah Kahan / Ruston Kelly,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Sep-23,Morgan Wallen / Ernest / Bailey Zimmerman,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Sep-23,Morgan Wallen / Ernest / Bailey Zimmerman,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Sep-23,Morgan Wallen / Ernest / Bailey Zimmerman,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Sep-23,Dabin / Guapdad 4000 / Thuy / Ben&Ben / Justin Park / BGYO,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Sep-23,Jason Aldean / Mitchell Tenpenny / Corey Kent / Dee Jay Silver,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Sep-23,Rob Zombie / Alice Cooper / Ministry / Filter,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Sep-23,Sting / Joe Sumner,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Sep-23,Beck / Phoenix / Weyes Blood / Sir Chloe,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Sep-23,The Smashing Pumpkins / Interpol / Rival Sons,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Sep-23,Arctic Monkeys / Fontaines D.C.,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Aug-23,Arctic Monkeys / Fontaines D.C.,Budweiser Stage,"16,000",43.6293° N,79.4152° W
28-Aug-23,Alvvays / Alex G / Tanukichan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Aug-23,ZZ Top / Lynyrd Skynyrd / Uncle Kracker,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Aug-23,Blue Rodeo / Wild Rivers / Rose Cousins,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Aug-23,City and Colour / Ben Harper / Katie Tupper,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Aug-23,Dean Brody / Nate Smith / tyler joe miller / Meghan Patrick / Griffen Palmer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Aug-23,Pentatonix / Lauren Alaina,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Aug-23,Pentatonix / Lauren Alaina,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Aug-23,The National / U.S. Girls / Patti Smith,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Aug-23,Peso Pluma,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Aug-23,Chris Stapleton / The Marcus King Band / The War and Treaty,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Aug-23,Chris Stapleton / The Marcus King Band / The War and Treaty,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Aug-23,Mastodon / Gojira / Lorna Shore,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Aug-23,5 Seconds of Summer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Aug-23,5 Seconds of Summer / Meet Me @ the Altar,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Aug-23,Kidz Bop Kids,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Aug-23,Pantera / Lamb Of God / Child Bite,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Aug-23,Alan doyle / Donovan Woods / Tim Baker / Fortunate Ones,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Aug-23,Lil Durk / NLE Choppa / DD Osama,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Aug-23,Godsmack / Staind,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Aug-23,RÜFÜS DU SOL / RÜFÜS DU SOL / Monolink,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Aug-23,Queens of the Stone Age / Phantogram / The Armed,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Aug-23,Maggie Rogers / Soccer Mommy,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Aug-23,Matchbox Twenty / Matt Nathanson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Aug-23,Boy George & Culture Club / Howard Jones / Berlin,Budweiser Stage,"16,000",43.6293° N,79.4152° W
31-Jul-23,50 Cent / Busta Rhymes / Jeremih / Pressa,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Jul-23,Fall Out Boy / Bring Me The Horizon / Royal & the Serpent / Games We Play,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jul-23,AP Dhillon / Don Toliver / Boi-1da / INTENSE / Killy,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jul-23,Snoop Dogg / Wiz Khalifa / Warren G / Berner / DJ Drama / Too $hort,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Jul-23,Foreigner / Loverboy / Deraps,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jul-23,boygenius,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Jul-23,Post Malone / Beach Fossils,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jul-23,Post Malone,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jul-23,Sam Hunt / Brett Young / Lily Rose,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jul-23,Davido,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jul-23,Zac Brown Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jul-23,Tedeschi Trucks Band / Ziggy Marley,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Jul-23,Billy Talent / Cypress Hill / Cancer Bats / The OBGMs,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Jul-23,Eric Church / Koe Wetzel / Shane Smith & the Saints,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Jul-23,Eric Church / Koe Wetzel / Shane Smith & the Saints,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jul-23,Robert Plant and Alison Krauss / JD McPherson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Jul-23,Weezer / Future Islands / Joyce Manor,Budweiser Stage,"16,000",43.6293° N,79.4152° W
, Indie Rock Road Trip! Tour,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jul-23,Noel Gallagher's High Flying Birds / Garbage,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jun-23,Cold War Kids / Tears For Fears,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jun-23,Shania Twain / Lindsay Ell,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-Jun-23,Shania Twain / Lindsay Ell,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jun-23,boygenius / Broken Social Scene / Claud,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Jun-23,Luke Bryan / Chayce Beckham / Tyler Braden / Alana Springsteen,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jun-23,Alexisonfire / PUP / Metz,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jun-23,TLC / Shaggy / En Vogue / Sean Kingston,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jun-23,The Cure / The Twilight Sad,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Jun-23,Dermot Kennedy / Sasha Alex Sloan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Jun-23,Charlie Puth / Blu DeTiger,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jun-23,Walk Off The Earth / Johnny Orlando / Preston Pablo,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Jun-23,Dierks Bentley / Jordan Davis / Molly Tuttle,Budweiser Stage,"16,000",43.6293° N,79.4152° W
31-May-23,Louis Tomlinson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-May-23,Louis Tomlinson / Snarls / The Academic,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-May-23,Crowded House / Spirit of the Bear,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-May-23,Janet Jackson / Ludacris,Budweiser Stage,"16,000",43.6293° N,79.4152° W
